Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
9,0.3187,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.5768,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.4674,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.2538,"language, text, model, word, models, based, information, task, natural, words",
8,0.8223,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3867,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.928,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.6237,"language, text, model, word, models, based, information, task, natural, words",
8,0.6091,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4772,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.245,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5286,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3342,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.3558,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.4076,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.7791,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.3933,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.5758,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.4754,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.4075,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
0,0.4902,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.5776,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.4193,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.6746,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.4747,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.5351,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.4159,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5453,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.491,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.3338,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.3494,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.6969,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.4036,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.5175,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.4604,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.3569,"language, text, model, word, models, based, information, task, natural, words",
1,0.5421,"language, text, model, word, models, based, information, task, natural, words",
3,0.4609,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.5109,"data, training, model, learning, adversarial, method, loss, space, models, propose",
0,0.4069,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.9083,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.2798,"language, text, model, word, models, based, information, task, natural, words",
7,0.4014,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.5205,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5694,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3034,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.56,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.449,"language, text, model, word, models, based, information, task, natural, words",
5,0.3169,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.8637,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.414,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.3334,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.3364,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.6185,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.3802,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.6331,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.4046,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.5194,"language, text, model, word, models, based, information, task, natural, words",
4,0.5692,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3798,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.4445,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
3,0.4338,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.6183,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.4595,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3477,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.3685,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.55,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.463,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.6345,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5432,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6491,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.352,"data, training, model, learning, adversarial, method, loss, space, models, propose",
0,0.6472,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.358,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
5,0.5699,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.4871,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.6142,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.4546,"language, text, model, word, models, based, information, task, natural, words",
5,0.2944,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.6875,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.6612,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.3317,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.5579,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.8028,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.7374,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.3792,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.3556,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.4975,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4328,"language, text, model, word, models, based, information, task, natural, words",
2,0.5729,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.393,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6249,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.4763,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.779,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.619,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.5746,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.5941,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.8243,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.3393,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.5603,"language, text, model, word, models, based, information, task, natural, words",
1,0.3593,"language, text, model, word, models, based, information, task, natural, words",
6,0.4159,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.5664,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
